,0
0,1.7700511662159724
1,0.414835958055437
2,0.6263513650443875
3,0.7047802801452042
4,0.6199910060294721
5,0.9454767748589936
6,5.9901806434441776
7,5.555139343916117
8,4.623285941502602
9,0.8810947229944804
10,8.648382680935912
11,1.069508807044429
12,0.9012911824601948
13,8.155606292041028
14,1.201273866384903
15,1.1208617392237863
16,8.045381707777251
17,4.4533927523957
18,8.58585177087992
19,1.1229532793011008
20,0.9381745337540351
21,1.0585509976988243
22,0.5946939963795101
23,0.5114790198381561
24,3.1100449687873164
25,0.7083790910438648
26,0.5401337964781653
27,0.49713277392786365
28,0.4759873869415026
29,0.4377054220330101
30,1.2331832399365725
31,2.408363697650298
32,0.3438123259493561
