,0,1
0,0.49353339099179894,1.0025693714425477
1,0.1369747016926938,0.13179896062656588
2,0.1951509825790176,0.22060108724466135
3,0.2384553793118283,0.24376850547607068
4,0.20576788220258085,0.20721151824432862
5,0.33236330715080153,0.34058618813823593
6,1.653101394742409,3.6669222024847024
7,3.449008616931481,1.4585246216926537
8,1.208367314674472,2.8024209645559566
9,0.32007336830371985,0.3110891420079924
10,2.5465684962465693,5.351994963235808
11,0.3886494742392312,0.3919904102465514
12,0.3382237568064896,0.3122346789803046
13,4.93869296082404,2.47678612507584
14,0.44919608123892185,0.44938530967174356
15,0.40490529583551527,0.4064771925679188
16,2.4351400548458844,4.863769142183962
17,1.1816120198556408,2.6849486864129153
18,5.438706081937734,2.3881091435887454
19,0.43154487878022,0.40094342821988826
20,0.3229897565931626,0.34761643350926086
21,0.4153054898723462,0.3514278661075148
22,0.22799279313921025,0.17301515852200722
23,0.17283809269207853,0.16366985253974925
24,1.893776544124075,0.7145410900696784
25,0.2600957485742616,0.22702695211738
26,0.18590916362485813,0.17012495576973502
27,0.18838359324057172,0.1381263125673695
28,0.16001092459724264,0.14754724774591355
29,0.17074643903534867,0.11992267837448546
30,0.6984492528858315,0.23689770046469147
31,1.4793669790947261,0.49772382996953163
32,0.1110434873593763,0.10489232483428566
