,time,RMSE
0,50,7.655596969902606
1,100,5.9307712423759265
2,150,4.654723415586363
3,200,3.53933808771913
4,250,2.880231756871874
5,300,2.4865308286674614
6,350,2.2830018202058486
7,400,2.146060249688535
8,450,2.0056592585636146
9,500,1.88498747386833
10,550,1.7739366958358005
11,600,1.719193036626517
12,650,1.749238276684148
13,700,1.7346746085215778
14,750,1.65333386438011
15,800,1.552315969599153
16,850,1.519935162531444
17,900,1.4848830850894175
18,950,1.4553611096832704
19,1000,1.427744948639238
20,1050,1.422009710903093
21,1100,1.398898680531942
22,1150,1.3739648341960196
23,1200,1.334249136840344
24,1250,1.2651890464172963
25,1300,1.2431976451432942
26,1350,1.1927844044011509
27,1400,1.1489784394772984
28,1450,1.1074775510451629
29,1500,1.0436234747800284
30,1550,0.9932368001066394
31,1600,0.9662926666915786
32,1650,0.9397898131894339
33,1700,0.912202217627073
34,1750,0.8873737244332561
35,1800,0.8647160712982341
36,1850,0.8486491591290152
37,1900,0.8243895979704029
38,1950,0.7870632911763459
39,2000,0.7734825840091769
40,2050,0.7670258828973563
41,2100,0.7536804312374984
42,2150,0.733476263292592
43,2200,0.7223103259465518
44,2250,0.7176636538953397
45,2300,0.7285877706743881
46,2350,0.7527641201988859
47,2400,0.7623521334788095
48,2450,0.7634645719877325
49,2500,0.766022236723261
50,2550,0.7617166100816811
51,2600,0.754427021734078
52,2650,0.7572907260822316
53,2700,0.745345748537732
54,2750,0.7329681504376895
55,2800,0.7246034394671276
56,2850,0.7092034987274715
57,2900,0.6864175825569305
58,2950,0.6664597035988633
59,3000,0.6465060124905162
60,3050,0.6292513380997775
61,3100,0.6239484786076419
62,3150,0.6150508996316479
63,3200,0.606831483112377
64,3250,0.5899019799366177
65,3300,0.5827298922900237
66,3350,0.5875415641897734
67,3400,0.5933417667399596
68,3450,0.5902521548080584
69,3500,0.5921850579287545
70,3550,0.5915216887138828
71,3600,0.5882597462368736
72,3650,0.5851357062858651
73,3700,0.5818949169743496
74,3750,0.5770898501589654
75,3800,0.5622770345750632
76,3850,0.5451222295366535
77,3900,0.5285266747525537
78,3950,0.5141046423125307
79,4000,0.5007658094014391
80,4050,0.4854021829506915
81,4100,0.46972195622543206
82,4150,0.459364426013832
83,4200,0.45092887814753496
84,4250,0.44582681334259744
85,4300,0.44126109901319593
86,4350,0.4335075169465785
87,4400,0.4293199965822821
88,4450,0.42170137126337914
89,4500,0.41125377298965454
90,4550,0.39586764119142565
91,4600,0.39007481672062444
92,4650,0.3857476288205563
93,4700,0.37991106617587955
94,4750,0.37376781618701743
95,4800,0.36306584631432315
96,4850,0.35930332405570475
97,4900,0.3613206163948795
98,4950,0.35711912119704425
99,5000,0.3466805795834008
100,5050,0.3340439642115103
101,5100,0.3211977428128817
102,5150,0.31434780734780904
103,5200,0.30809415569154
104,5250,0.30087090027966384
105,5300,0.29393038300642776
106,5350,0.2814363402166544
107,5400,0.2750928139732094
108,5450,0.2758818075628219
109,5500,0.27615755076035403
110,5550,0.27200168005507575
111,5600,0.2714532616726472
112,5650,0.2723354270433715
113,5700,0.27475092987591526
114,5750,0.27968732997097956
115,5800,0.2780178687982705
116,5850,0.2784368890832629
117,5900,0.27669724122473455
118,5950,0.2763721473166851
119,6000,0.27341069729936446
120,6050,0.2747183041921944
121,6100,0.27497133411018987
122,6150,0.2739256732494939
123,6200,0.2676314557283759
124,6250,0.26044976291700983
125,6300,0.25996618656145254
126,6350,0.2548855090315362
127,6400,0.24847473421625693
128,6450,0.24440831610583563
129,6500,0.23755793309092138
130,6550,0.23337053872410532
131,6600,0.23335998934194363
132,6650,0.22813107862432125
133,6700,0.21768038911264123
134,6750,0.2067913321281234
135,6800,0.20273326587626642
136,6850,0.2009330349433546
137,6900,0.19872341216627581
138,6950,0.1917216608862145
139,7000,0.1851272935115062
140,7050,0.18139195726713903
141,7100,0.17979084783131014
142,7150,0.1823637903323505
143,7200,0.1847199337927573
144,7250,0.18600323803307903
145,7300,0.18385746900716257
146,7350,0.18388149715873411
147,7400,0.1829956759397483
148,7450,0.18053495395488964
149,7500,0.17721310641128726
150,7550,0.17463375694261662
151,7600,0.16966792728346905
152,7650,0.16887755307794108
153,7700,0.17014738802852047
154,7750,0.1721878862027044
155,7800,0.17447756041381132
156,7850,0.1787741948184436
157,7900,0.1853286141905227
158,7950,0.18696193522440904
159,8000,0.1800142519152705
160,8050,0.17443430855554032
161,8100,0.1744309183431947
162,8150,0.17318525575490282
163,8200,0.16941020626362208
164,8250,0.16860623020203042
165,8300,0.17457310282236077
166,8350,0.18053985766075664
167,8400,0.18703296161186161
168,8450,0.1917906754587386
169,8500,0.1955344315503824
170,8550,0.1970613449531425
171,8600,0.19512956240539236
172,8650,0.19436169903254372
173,8700,0.19345032208881793
174,8750,0.18748801612845556
175,8800,0.18194646814517187
176,8850,0.17790401822728028
177,8900,0.17646530024844254
178,8950,0.17442369945698816
179,9000,0.1704834152684465
180,9050,0.16559209790924279
181,9100,0.16212339743112578
182,9150,0.16097884755708444
183,9200,0.15844857765507472
184,9250,0.15384619633150512
185,9300,0.14936186053292147
186,9350,0.14963095041200059
187,9400,0.1472263904431206
188,9450,0.1446976362644415
189,9500,0.14694959525485587
190,9550,0.14773691329238584
191,9600,0.1468330573261029
192,9650,0.14781396288944182
193,9700,0.14807305989627106
194,9750,0.15022137824256107
195,9800,0.15054802467355147
196,9850,0.15214022257982898
197,9900,0.15151312145625978
198,9950,0.15049061268969965
199,10000,0.14791969914034275
